Date,News,Polarity
19 09 2011,Rabbani criticises Gilani on dengue conference,0
19 09 2011,Govt has broken the backbone of target killers in Karachi: Malik,0
19 09 2011,US wants its Pakistan aid to reach more civilians,0
19 09 2011,Asfandyar welcomes withdrawal of MQM allegations,0
19 09 2011,Shahbaz briefs PML-N Chief on dengue issue,0
19 09 2011,"Snakes, hunger stalk flood victims",0
19 09 2011,Conviction does not require verdict from highest forum: SC,0
19 09 2011,When Pakistan plays with fire,0
19 09 2011,Some flood victims refuse to flee,0
19 09 2011,SC has unveiled culprits behind Karachi unrest: Nawaz,0
19 09 2011,Pakistan not to blame for Afghan violence: officials,0
19 09 2011,"‘Bomb, bomb phata’",0
19 09 2011,Zafar Qureshi receives retirement notification,0
19 09 2011,40 people die of dengue; 6000 people affected,0
19 09 2011,Suicide blast rattles Karachi,0
19 09 2011,Taliban suicide blast in Karachi leaves eight dead,0
19 09 2011,Clinton presses Pakistan for action on Haqqani network,0
22 09 2011,"Zardari, Gilani discuss ‘tense’ ties with US",0
22 09 2011,Mirwaiz wants UN to resolve Kashmir issue,0
22 09 2011,FO stresses respect for sovereignty,0
22 09 2011,Zardari wants power projects launched in Sindh,0
22 09 2011,Senate seat by-election on Oct 18,0
22 09 2011,"Rangers asked to protect trade, industries in Karachi",0
22 09 2011,"15,000MW dam project shelved by Wapda",0
22 09 2011,‘NDMA lacks proper disaster management framework’,0
22 09 2011,"Hafeez Shaikh, Saudi FM vow to strengthen investment ties",0
22 09 2011,MQM believes in independence of judiciary: Farooq Sattar,0
22 09 2011,Haqqani network is a “veritable arm” of ISI: Mullen,0
22 09 2011,BHC takes suo motu notice of Mastung firing incident,0
22 09 2011,Gen Kayani visits flood affected areas,0
22 09 2011,HEC Scholar from North Waziristan Wins Gold Medal,0
22 09 2011,Two million sick from Sindh floods,0
22 09 2011,Smoking out Lahore's mosquito problem,0
22 09 2011,Pakistan orders detention of Lashkar-e-Jhangvi founder,0
22 09 2011,"US allegations over Haqqani network baseless, says Mukhtar",0
22 09 2011,"Flood relief by caste, creed",0
22 09 2011,SC rejects report on floods by Sindh irrigation department,0
22 09 2011,Two killed in attack on Nato containers in Khyber,0
22 09 2011,Bomb blast kills five in Bajaur,0
22 09 2011,New 'Silk Road' eyed for Afghanistan,0
22 09 2011,US Senate ties Pakistan aid to Haqqani crackdown,0
22 09 2011,Sarkozy allies drawn into Karachi kickbacks affair,0
22 09 2011,Seventh wage award should have been implemented: CJ,0
24 09 2011,Thirteen more fall prey to dengue in Lahore,0
24 09 2011,Facing the challenge,0
24 09 2011,Ten worst disasters in Pakistan,0
24 09 2011,Gilani moves to lower temperature,0
24 09 2011,Clashes in Lower Dir kills 15 militants,0
24 09 2011,Pakistan capable of dealing with terrorists: Malik,0
24 09 2011,TTP commander arrested in Karachi,0
24 09 2011,"US must not cross 'red lines', says FM Khar",0
24 09 2011,President Zardari summons NA session in October,0
24 09 2011,At least 10 militants killed in Orakzai raids,0
24 09 2011,Several countries in touch with Haqqanis: Kayani,0
01 10 2011,Four killed in bomb attack on police convoy,0
01 10 2011,Kashmir CM apologises for naming rape victims,0
01 10 2011,Govt staff told to stay away from media,0
01 10 2011,‘Plot to kill Rabbani hatched in Pakistan’,0
01 10 2011,UN again sends SOS for the flood-hit,0
01 10 2011,Gilani urges Kabul to stop blame game over Rabbani’s murder,0
01 10 2011,Wattoo unveils Rs8.3bn AJK Council budget,0
01 10 2011,Power outages in Karachi,0
01 10 2011,Musharraf says he will return next year,0
01 10 2011,"Nation united on Pakistan's sovereignty, says PM",0
01 10 2011,Sunni Tehreek rejects capital punishment to Mumtaz Qadri,0
01 10 2011,PPP to emerge victorious in next general election: Babar Awan,0
01 10 2011,UN warns relief supplies for flood-hit could run out in weeks,0
01 10 2011,Submerged Sanghar scrambles for return to normality,0
01 10 2011,US struggles to chart fresh course with Pakistan,0
01 10 2011,Afghans give Pakistan evidence in Rabbani killing,0
01 10 2011,"Bomb hits police van in KP, kills three",0
01 10 2011,Zardari urges US to resume dialogue,0
01 10 2011,Qadri gets death sentence in Salman Taseer’s murder,0
02 10 2011,"Power riots rock Lahore, other Punjab cities",0
02 10 2011,"Fiery NA response to US, Kabul likely",0
02 10 2011,Govt will talk to anyone who ‘decommissions’ himself: PM,0
02 10 2011,RPPs coming in limelight again,0
02 10 2011,Fresh surge of rainwater tears through Shahdadpur dyke,0
02 10 2011,Pakistan rejects Afghan minister's allegations,0
02 10 2011,Afghanistan says Rabbani's killer was Pakistani,0
02 10 2011,Strategy evolved to prevent dengue next year: Shahbaz,0
02 10 2011,Abaya made compulsory for Pakistani women pilgrims,0
02 10 2011,Police and crowds clash as protests erupt over load-shedding,0
02 10 2011,Taliban unsure about supporting Pakistan if US attacks: TTP,0
02 10 2011,Punjab CM assures justice to Shahkot rape victim,0
03 10 2011,PML-N going for all-out confrontation,0
03 10 2011,"Power riots engulf more cities, towns in Punjab",0
03 10 2011,"Indian PM accepts invitation to visit Pakistan, says Fahim",0
03 10 2011,Govt vows to ease power cuts in 36 hours,0
03 10 2011,Violent protests held against loadshedding in Punjab,0
03 10 2011,Afghan president strikes softer tone on Pakistan,0
03 10 2011,"Nisar questions 7500MW power shortfall, says can be minimized",0
03 10 2011,Nine more die of dengue fever in Lahore,0
03 10 2011,Pakistanis at risk over world inaction on floods: WFP,0
03 10 2011,Indian trade delegation to visit Pakistan in Feb 2012,0
03 10 2011,Musharraf strongly condemns workers' arrest,0
03 10 2011,PML-N trying to get political mileage: Firodus,0
03 10 2011,Gilani directs immediate release of payment to power companies,0
03 10 2011,Five alleged target killers arrested in Karachi,0
03 10 2011,Nawaz criticises govt for ‘appalling’ policies,0
03 10 2011,Pakistan doing more than its share in fighting terror: Khar,0
04 10 2011,"Loadshedding contained, claims minister",0
04 10 2011,Another sectarian attack near Quetta,0
04 10 2011,Angry MPs call for resignations over Balochistan killings,0
04 10 2011,"Riots subside in Lahore, rage in other towns",0
04 10 2011,Plan to raise power tariff put on hold,0
04 10 2011,"Military aid linked with ‘cooperation’, says US embassy",0
04 10 2011,MQM meeting on rejoining govt today,0
04 10 2011,PM directs ministries to propose amendments in anti-terror laws,0
04 10 2011,NAB ordered to return Sharifs' property papers,0
04 10 2011,Pakistan determined to pursue war against terror till its logical end: President,0
04 10 2011,Dengue turns fatal for five more people,0
04 10 2011,Backlash for judge who convicted Taseer assassin,0
04 10 2011,Interior Minister briefs PM on Karachi situation,0
04 10 2011,PML-Q to resign from government,0
04 10 2011,Punjab govt striving to overcome dengue fever: Nawaz Sahrif,0
04 10 2011,"Police, protesters in Gujranwala clash over power cuts",0
04 10 2011,"Govt believes in full expression of views, says PM",0
04 10 2011,Kidnappers free US charity workers in Pakistan,0
04 10 2011,A history of religious violence,0
04 10 2011,SC rejects time over NAB chairman appointment,0
04 10 2011,"Nawaz should not demoralise the public, says Awan",0
04 10 2011,LHC demands explanation on loadshedding,0
04 10 2011,Death anniversary of ‘Pakistani Rafi’,0
04 10 2011,Five killed in Faisalabad armed clash,0
04 10 2011,Gunmen kill 13 people in Quetta,0
04 10 2011,China to keep Pakistan embrace at arm's length,0
08 10 2011,Flashback: The Martial Law of 1958,0
08 10 2011,Back to square one in women's bail laws,0
08 10 2011,Elements behind violence hold key to peace: HRCP,0
08 10 2011,Altaf sees conspiracy against PPP govt,0
08 10 2011,Pregnant women in rain-hit areas at high risk,0
08 10 2011,Two ANP activists shot dead,0
08 10 2011,Weapons seized in capital; 2 held,0
08 10 2011,"Measures taken to execute SC order, Qaim tells Zardari",0
08 10 2011,"Ties with Pakistan vital to security, says US",0
08 10 2011,Agencies concerned cognizant of need to implement SC verdict on Karachi: President,0
08 10 2011,Kabul demands more US pressure on Pakistan,0
08 10 2011,"Pakistan, India agree to promote trade: Makhdoom",0
08 10 2011,Seven more die of dengue in Lahore,0
08 10 2011,Pakistan cooperation vital to US security: White House,0
08 10 2011,Web journalist Faisal Qureshi murdered in Lahore,0
08 10 2011,Arrest warrant issued for former minister in Bugti murder case,0
08 10 2011,‘Spaces’: an interior design show,0
08 10 2011,Petition in SHC requests quashing ransom case against Afaq,0
08 10 2011,US urges cooperation with Pakistan over terror threats,0
08 10 2011,Police foils terrorist attack in Islamabad,0
08 10 2011,Bilawal defers plan to launch politicking,0
09 10 2011,Kurram groups sign accord to open key highway,0
09 10 2011,Ex-naval chief Bokhari named to head NAB,0
09 10 2011,PM on mission to seek support for Senate polls,0
09 10 2011,PML-Q dissident calls for dissolution of PA,0
09 10 2011,"150 crime cells busted in Balochistan, says secretary",0
09 10 2011,"Zulfiqar Mirza lashes out again at MQM, Rehman Malik",0
09 10 2011,Drone attacks are unacceptable: FO,0
09 10 2011,Senate elections to be held on time: Babar Awan,0
09 10 2011,Policeman killed in Bannu rocket attack,0
09 10 2011,PML-N should dismantle Punjab Assembly: Unification Bloc,0
09 10 2011,Fifty suspects arrested in Karachi search operation,0
09 10 2011,100 per cent rise in mental disorders,0
11 10 2011,Boisterous boys taken as 'masked attackers',0
11 10 2011,Hearing of case against Afaq put off,0
11 10 2011,Gilani renews talks offer to ‘angry Baloch’,0
11 10 2011,Last-minute hitch hits pro-women bill,0
11 10 2011,Rockets fired to disrupt KP governor’s Orakzai visit,0
11 10 2011,No objection to MFN status for India: Fahim,0
11 10 2011,Cabinet to discuss circular debt issue on Wednesday,0
11 10 2011,ATC orders release of three ST leaders,0
11 10 2011,Gilani offers intelligence sharing to Afghanistan in Rabbani killing,0
11 10 2011,Rehman Malik gets ‘PhD for peace’ by KU,0
11 10 2011,IHC stays hanging of Qadri,0
11 10 2011,Floods in Pakistan damage 3.7 per cent of total crop area: FAO,0
11 10 2011,Gunmen set ablaze three Nato trucks in Balochistan,0
11 10 2011,PML-Q agrees to give three Sindh ministries to MQM: sources,0
11 10 2011,Eleven militants killed in Upper Dir clash,0
11 10 2011,Police claims new developments in Shabaz Taseer case,0
11 10 2011,Big impact of little efforts in Tharparkar,0
11 10 2011,Ghost of a conscience,0
11 10 2011,National security committee refuses to attend GHQ briefing,0
11 10 2011,Bomb injures three soldiers in South Waziristan,0
11 10 2011,Gilani links Balochistan prosperity with peace,0
11 10 2011,Rockets fired at KP governor's rally,0
11 10 2011,Pakistan urges settlement of Kashmir dispute,0
11 10 2011,Are lawyers social engineers or social parasites?,0
11 10 2011,President monitors flood relief activities in Mirpurkhas Division,0
15 10 2011,Only 18pc of funds needed for flood relief received: UN,0
15 10 2011,Two-day holiday off to bad start,0
15 10 2011,Railway employees take to streets over non-payment of salary,0
15 10 2011,‘386 civilians died in 300 drone attacks’,0
15 10 2011,"More about power, less about education",0
15 10 2011,PPP to emerge as single largest party in Senate: Gilani,0
15 10 2011,PML-N announces schedule for anti-government rallies,0
15 10 2011,Bus accident in Saudi injures 31 Pakistani Haj pilgrims,0
15 10 2011,Sindh CM announces Rs 100 mln for conservation of Moenjodaro,0
15 10 2011,"Shahbaz should resign over dengue, says Riaz",0
15 10 2011,"Nation facing numerous challenges, says PM",0
15 10 2011,Manghopir and its mysterious charm,0
15 10 2011,Pushed into oblivion,0
15 10 2011,Govt committed to utmost care of visually impaired; President,0
15 10 2011,"ATC rejects appeals of Aziz, Shahzad in Benazir case",0
15 10 2011,Compensation announced for dengue victims,0
15 10 2011,Bodies of three disabled sisters found in Karachi's Orangi,0
15 10 2011,US missiles kill six in South Waziristan,0
15 10 2011,‘Instant City’ tries to capture Karachi chaos,0
17 10 2011,Gilani asks Naval chief to recruit Baloch youths,0
17 10 2011,PML-N to take NAB issue to apex court,0
17 10 2011,Workers' protests halt trains across country,0
17 10 2011,SC judges to work on Saturdays,0
17 10 2011,Gilani welcomes Altaf’s statement about Senate elections,0
17 10 2011,Qureshi criticises govt for NAB chairman appointment,0
17 10 2011,SHC puts off plea for FIR against Zulfiqar Mirza,0
17 10 2011,"LHC grants bail to former SHO, policemen in Sialkot lynching case",0
17 10 2011,Zardari advises govt to release funds to Pakistan Railways,0
17 10 2011,Nine Pakistani troops killed in northwest: officials,0
17 10 2011,SC refuses to vacate stay over LPG policy,0
17 10 2011,The Bridal Couture Week returns,0
17 10 2011,Shahbaz Taseer kept near Pak-Afghan border: Malik,0
17 10 2011,Universities should help in building a strong economy: PM,0
17 10 2011,Qaeda plotting to kidnap Bilawal,0
17 10 2011,Pakistan wants Afghan action on Fazlullah,0
17 10 2011,Two killed in Sahiwal boat accident,0
17 10 2011,Weapons smuggling bid foiled by Peshawar police,0
17 10 2011,Let it be more than a day,0
17 10 2011,KU teachers step up agitation over Malik’s degree,0
22 10 2011,Clinton visit eases US-Pakistan misgivings,0
22 10 2011,Aftab Sultan to head IB,0
22 10 2011,"Pakistan ready to arrange talks with Taliban, US told",0
22 10 2011,Punjab cancels results after student protest,0
22 10 2011,Karzai urges talks with Haqqani network in Pakistan,0
22 10 2011,Babar alleges PML-N organising rally with nation’s money,0
22 10 2011,US seeks alternative supply-route via Uzbekistan,0
22 10 2011,The parable of the mosquito-slaying tennis racket,0
22 10 2011,Dengue claims six more lives in Punjab,0
22 10 2011,No regrets about living at Edhi home: Qureshi,0
22 10 2011,Pakistan hails seat on UN Security Council,0
22 10 2011,"Children by choice, not chance",0
22 10 2011,Where the dead have no name,0
22 10 2011,NAB chief’s appointment challenged in SC,0
22 10 2011,Evacuation continues as Khyber operation looms,0
25 10 2011,Afaq wants Rangers deployed for his security on release,0
25 10 2011,Two Pakistani hostages freed by Somali pirates,0
25 10 2011,Accord with US on Taliban ‘tri-logue’,0
25 10 2011,KP governor sets conditions for negotiations,0
25 10 2011,PML-N ready to take other parties along: Shahbaz,0
25 10 2011,"Report on accounts of NICL scam accused missing, SC told",0
25 10 2011,Endless pension wait for retired railway workers,0
25 10 2011,SC agrees to nomination of two members of loan probe body,0
25 10 2011,Commission to probe legality of US raid in Abbottabad,0
25 10 2011,Gilani orders investigation into attack on CJ AJK,0
25 10 2011,Munter inagurates three schools rebuilt by US in Mansehra,0
25 10 2011,Students stage protest against flawed results,0
25 10 2011,Video emerges of Swiss hostages in Pakistan,0
25 10 2011,The Pakistani innovator,0
25 10 2011,CJ AJK shot and wounded in Muzaffarabad,0
25 10 2011,Suicide bombing mastermind arrested in Chakwal,0
25 10 2011,A journey called 'Rakht-e-Safar',0
25 10 2011,Ten killed in Karachi violence in past 24 hours,0
