,date,news
2330,2012-01-18,Morgan Stanley Capital International raises Pakistan weight to 0.023pc in EM index
2331,2012-01-18,Pakistan cricket squad returns home
2332,2012-01-20,Five women MPAs with fake degrees booked
2333,2012-01-20,PML-Q seeks nine seats in Senate
2334,2012-01-20,Seven more fall prey to ‘mystery’ disease in Lahore
2335,2012-01-20,‘Resolution of water issues with India must for regional security’
2336,2012-01-20,S. Korea helping hospitals to switch over to solar system
2337,2012-01-20,Hakimullah still safe in North Waziristan: sources
2338,2012-01-20,Parliament to decide on Nato supplies resumption: PM
2339,2012-01-20,"Issue of immunity sub judice, says Kaira"
2340,2012-01-20,The Diaspora's Duty
2341,2012-01-20,Govt prepared to provide security to Ijaz: Malik
2342,2012-01-20,Musharraf not seeking help to avoid arrest: US
2343,2012-01-20,Another policeman linked to Karachi operation shot dead
2344,2012-01-20,Minorities marriage bills run into snags
2345,2012-01-20,NAB wants to verify legislators' assets
2346,2012-01-20,Senior Qaeda figure killed in Pakistan drone strike
2347,2012-01-20,Coalition leaders applaud Gilani
2348,2012-01-20,Interior minister comes under fire in Senate
2349,2012-01-20,Six injured in Nowshera suicide bomb attack
2350,2012-01-20,"PM bows before law, soothes nerves"
2351,2012-01-20,Two foreign workers kidnapped
2352,2012-01-20,RED ZONE FILES: War & Peace: Latest trends in Pakistani politics
2353,2012-01-20,Morgan Stanley Capital International raises Pakistan weight to 0.023pc in EM index
2354,2012-01-20,Pakistan cricket squad returns home
2355,2012-01-23,Senate adopts resolution to arrest Musharraf
2356,2012-01-23,SC to hear Asghar Khan’s 16 yrs old plea on Feb 29
2357,2012-01-23,Army rejects US report on Nato attack
2358,2012-01-23,Two policemen injured in Nowshera bomb attack
2359,2012-01-23,Kenyan aid worker missing in Pakistan: police
2360,2012-01-23,Big Brother (and Sister) is watching you
2361,2012-01-23,Haqqani files new application before memo commission
2362,2012-01-23,Police arrests four in kidnapping of Western aid workers
2363,2012-01-23,Pharmaceutical factory sealed after 27 die in Lahore
2364,2012-01-23,Presidential immunity ‘discriminatory’ but legal: Aitzaz
2365,2012-01-23,Electoral lists to be finalised by end of May: ECP
2366,2012-01-23,It's snowing in Pakistan!
2367,2012-01-23,Ijaz not coming to Pakistan to testify: Akram Shaikh
2368,2012-01-23,"200,000 cellphones snatched in city over five years"
2369,2012-01-23,Farahnaz says fled Pakistan for fear of kidnapping by ISI
2370,2012-01-23,Students in grip of laptop euphoria
2371,2012-01-23,Why I won’t write about Pakistani politics
2372,2012-01-23,Fear of militants haunts Khyber IDPs
2373,2012-01-23,Poor temperature control spoiling fish
2374,2012-01-23,US drone strike kills four in North Waziristan
2375,2012-01-23,31 Indian fishermen held; 14 boats seized
2376,2012-01-23,The age of slavery returns
2377,2012-01-23,Mansoor Ijaz keeps everyone guessing
2378,2012-01-23,Imran urges US to stop drone attacks
2379,2012-01-23,Musharraf gets support from former military colleagues
2380,2012-01-23,FoDP task force gives top priority to Bhasha dam
2381,2012-01-23,Gilani rules out ‘viceroy security’
2382,2012-01-23,RED ZONE FILES: War & Peace: Latest trends in Pakistani politics
2383,2012-01-23,Morgan Stanley Capital International raises Pakistan weight to 0.023pc in EM index
2384,2012-01-23,Pakistan cricket squad returns home
2385,2012-02-02,Temple a picture of neglect
2386,2012-02-02,Iranian cultural week brings traditional handicraft
2387,2012-02-02,Petroleum ministry not empowered to fix prices: Asim Hussain
2388,2012-02-02,PML-N offers conditional support to 20th Amendment
2389,2012-02-02,When the doves cry
2390,2012-02-02,SC directs NAB to move reference against accused in BoP scam
2391,2012-02-02,NA adopts resolution to revisit petroleum prices
2392,2012-02-02,FBR collects Rs 972 billion during last seven months: Shaikh
2393,2012-02-02,Will appear before SC again on Feb 13: PM Gilani
2394,2012-02-02,Ishrat announces holiday;lifts pillion-riding ban for Rabi-ul-Awal
2395,2012-02-02,Banking court rejects bail plea of Khurram Rasool
2396,2012-02-02,Hina Rabbani Khar
2397,2012-02-02,Punjab CM relinquishes eight ‘additional’ ministries
2398,2012-02-02,Husain Haqqani
2399,2012-02-02,Supreme Court’s security beefed up
2400,2012-02-02,"‘Third party’ can take advantage of rift, says Aitzaz"
2401,2012-02-02,SC to indict PM for contempt on Feb 13
2402,2012-02-02,"Sherry meets Mattis, stresses need for transparent Pak-US ties"
2403,2012-02-02,Threat of Musharraf losing his farmhouse lowers
2404,2012-02-02,Pakistan will do whatever Kabul wants for peace: FM
2405,2012-02-02,Agri haulage to turn costlier than production
2406,2012-02-02,"“We know it’s wrong, but we don’t want to quit”"
2407,2012-02-02,"There is life, even behind bars"
2408,2012-02-02,"SMEs revival project launched for KP, Fata"
2409,2012-02-02,Opposition in a relentless mood
2410,2012-02-02,Centre to ask Punjab govt to stay away from banned outfits
2411,2012-02-02,Margallas not that sealed
2412,2012-02-02,CDA to learn that money matters
2413,2012-02-02,Sindh objects to new petroleum policy
2414,2012-02-02,Pakistan not putting sufficient pressure on Afghan Taliban: CIA chief
2415,2012-02-02,"Senators demand withdrawal of oil, gas price hike"
2416,2012-02-02,Punjab CM slammed over drugs scandal
2417,2012-02-02,Taliban ambush kills three policemen in Lakki Marwat
2418,2012-02-02,Firdous’s briefing wrong-foots Malik
2419,2012-02-02,"SC verdict not implementable, says Aitzaz"
2420,2012-02-02,"Allies ditch govt, lead oil protests"
2421,2012-02-02,Khar dismisses Nato criticism as ‘old wine in even older bottle’
2422,2012-02-02,Tests in UK identify drug which caused havoc in Lahore
2423,2012-02-02,RED ZONE FILES: War & Peace: Latest trends in Pakistani politics
2424,2012-02-02,Morgan Stanley Capital International raises Pakistan weight to 0.023pc in EM index
2425,2012-02-02,Pakistan cricket squad returns home
2426,2012-02-04,Andaaz preserves more than recipes
2427,2012-02-04,Awareness an effective weapon to prevent cancer
2428,2012-02-04,‘Domki family killing was a message’
2429,2012-02-04,Malik asks Nisar to withdraw remarks against Army
2430,2012-02-04,"President meets PM, summons core committee meeting"
2431,2012-02-04,Being bipolar in Pakistan
2432,2012-02-04,Imran blames Punjab govt for Lahore deaths
2433,2012-02-04,Identity of al-Qaeda militant killed in Kurram revealed
2434,2012-02-04,"No space for violence in Islam, says Gilani"
2435,2012-02-04,Fazl calls for addressing reservations of Kashmiris
2436,2012-02-04,"“Anyone who joins PTI, joins on our terms”"
2437,2012-02-04,Aboard the Pakistan Business Express
2438,2012-02-04,PM Gilani to visit Qatar to talk Afghan peace
2439,2012-02-04,Girls suffer as 50 schools closed in rural Peshawar
2440,2012-02-04,Over 1.78m hit by BISP budget constraints
2441,2012-02-04,Bird flu may be rearing its ugly head again
2442,2012-02-04,Three abducted Sindh Governor House employees recovered
2443,2012-02-04,Barbs dominate debate on deaths from drugs
2444,2012-02-04,LPG becomes most expensive fuel in country
2445,2012-02-04,Part of Quaid-i-Azam House wall demolished
2446,2012-02-04,"Banned outfits gaining strength due to capital inflows, claims report"
2447,2012-02-04,Pakistan serves up first-class rail luxury
2448,2012-02-04,Sir John Marshall's jeep to be repaired
2449,2012-02-04,"PPP, PML-N move closer on polls law"
2450,2012-02-04,Gilani sees conspiracy to scuttle Senate election
2451,2012-02-04,Two policemen shot dead in targeted attack
2452,2012-02-04,Firm offers to set up refinery in Balochistan
2453,2012-02-04,Imran urges Supreme Court to stay by-elections
2454,2012-02-04,RED ZONE FILES: War & Peace: Latest trends in Pakistani politics
2455,2012-02-04,Morgan Stanley Capital International raises Pakistan weight to 0.023pc in EM index
2456,2012-02-04,Pakistan cricket squad returns home
2457,2012-02-10,‘Thanks to Allah’
2458,2012-02-10,Fire at a Lahore plaza traps dozens
2459,2012-02-10,Zardari calls for expanding Pakistan-Sri Lanka bilateral trade
2460,2012-02-10,PTI will shoot down US drones if it comes to power: Imran
2461,2012-02-10,Police disperses rally for Dr Aafia in Karachi
2462,2012-02-10,Grenades injure seven at Imran Khan rally in Swabi
2463,2012-02-10,‘Missing persons’: SC summons defence minister on Feb 13
2464,2012-02-10,Ijaz to record statement via videolink on Feb 22
2465,2012-02-10,"PPP not afraid of courts, says Mukhtar"
2466,2012-02-10,Sherry Rehman condemns US hearing on Balochistan
2467,2012-02-10,"Arrest Domki murderers by Feb 24, SC orders IG Sindh"
2468,2012-02-10,PCNS not to record Ijaz's statement abroad
2469,2012-02-10,India releases five more Pakistani prisoners
2470,2012-02-10,‘Fifty-nine missing persons recovered in Balochistan’
2471,2012-02-10,Sri Lankan President arrives in Pakistan on three day visit
2472,2012-02-10,Govt offers olive branch to Baloch separatists
2473,2012-02-10,Dickens and the city
2474,2012-02-10,Military kills 11 militants in Kurram Agency
2475,2012-02-10,SC dismisses PM's contempt appeal
2476,2012-02-10,‘Closed rooms will always suffocate me’
2477,2012-02-10,PM credits himself for capital's uplift
2478,2012-02-10,Protesting employees thrashed: KMC offices ransacked
2479,2012-02-10,Top militant dies in drone attack
2480,2012-02-10,‘PPP stance unchanged’
2481,2012-02-10,"Write letter to save PM, Aitzaz told"
2482,2012-02-10,US govt distances itself from Balochistan hearing
2483,2012-02-10,RED ZONE FILES: War & Peace: Latest trends in Pakistani politics
2484,2012-02-10,Morgan Stanley Capital International raises Pakistan weight to 0.023pc in EM index
2485,2012-02-10,Pakistan cricket squad returns home
2486,2012-02-23,Odeon Cinema to be history next month
2487,2012-02-23,Hoping against hope
2488,2012-02-23,Benazir’s ex-protocol officer gets threats
2489,2012-02-23,Indian team visits Taxila Museum
2490,2012-02-23,Balochistan APC
2491,2012-02-23,Suspected midwife held in five foetuses case
2492,2012-02-23,Jamaat factor in saga of the missing
2493,2012-02-23,Badin by-poll: the son also rises
2494,2012-02-23,Mehran school of performing arts now open
2495,2012-02-23,New archaeological site discovered
2496,2012-02-23,APC futile without Baloch representation: Altaf
2497,2012-02-23,Pak-US relations: A very analytical history
2498,2012-02-23,Pakistanis protest burning of Qurans in Afghanistan
2499,2012-02-23,Govt to withdraw cases against Baloch leaders: Rehman
2500,2012-02-23,US says Pakistan upbeat on eventual cooperation
2501,2012-02-23,Tribesmen rally in Miranshah to protest US drone strikes
2502,2012-02-23,Quaid-e-Azam University declared as top university of Pakistan
2503,2012-02-23,"Authored first draft of memo myself, says Ijaz"
2504,2012-02-23,Plane crash in Lahore leaves two dead: officials
2505,2012-02-23,Car bomb kills 13 at Peshawar bus station
2506,2012-02-23,Call for declaring Sindhi national language
2507,2012-02-23,"Media accused of creating rift between Pakistan, Afghanistan"
2508,2012-02-23,Ban on procurement at Pims Shortage of equipment holds up surgeries
2509,2012-02-23,Pakistan jets kill 15 Taliban militants: officials
2510,2012-02-23,Another petrol price hike imminent
2511,2012-02-23,"Zardari, Altaf discuss poll strategy"
2512,2012-02-23,SC urged to order general election before Senate polls
2513,2012-02-23,NAB body to review cases of white collar crime
2514,2012-02-23,Accused in Bhatti murder case set free
2515,2012-02-23,"Govt committed to productive talks with India, says Gilani"
2516,2012-02-23,APC a non-starter as Nawaz sets tough terms
2517,2012-02-23,Haqqani sought US help for COAS removal
2518,2012-02-23,Baramdagh says nothing less than independence acceptable
2519,2012-02-23,"Afghanistan endgame: Pak vows to support, not lead, peace move"
2520,2012-02-23,RED ZONE FILES: War & Peace: Latest trends in Pakistani politics
2521,2012-02-23,Morgan Stanley Capital International raises Pakistan weight to 0.023pc in EM index
2522,2012-02-23,Pakistan cricket squad returns home
2523,2012-02-27,Dead have a story to tell at Charsadda cemetery
2524,2012-02-27,Sharmeen`s Oscar win invokes the can-do spirit
2525,2012-02-27,Karachi film-maker always wanted to be a journalist
2526,2012-02-27,"Mushahid, Osman declared candidates returned for Senate"
2527,2012-02-27,CEC directs action against Waheeda Shah for slapping
2528,2012-02-27,HR bodies urged to probe Balochistan missing persons issue
2529,2012-02-27,Zardari for involving locals in rehabilitation work
2530,2012-02-27,Gilani pleads to include three witnesses in contempt case
2531,2012-02-27,Parliament sitting on US review delayed
2532,2012-02-27,Seven killed in Nowshera blast
2533,2012-02-27,Nisar blames PPP for rigging by-polls
2534,2012-02-27,Pakistan school strives to beat the Taliban trap
2535,2012-02-27,Pakistan announces civil award for Chinoy
2536,2012-02-27,Imran shows reservations over care taker setup
2537,2012-02-27,Rocket attack on police check post in Peshawar
2538,2012-02-27,The resonating tales of brutality
2539,2012-02-27,Tough times ahead for farmers in southern KP
2540,2012-02-27,Mainstreaming the mentally challenged
2541,2012-02-27,Suspected dengue patients visit infirmaries
2542,2012-02-27,Pakistan finishes demolition of bin Laden hideout
2543,2012-02-27,JUI chief questions role of establishment in politics
2544,2012-02-27,PML-L wary of deal with PPP on senate poll
2545,2012-02-27,PTI boycott call fails to affect bypoll turnout
2546,2012-02-27,Key ministries yet to agree on negative list for trade with India
2547,2012-02-27,RED ZONE FILES: War & Peace: Latest trends in Pakistani politics
2548,2012-02-27,Morgan Stanley Capital International raises Pakistan weight to 0.023pc in EM index
2549,2012-02-27,Pakistan cricket squad returns home
2550,2012-02-28,Cinema complex: Law suit may delay completion
2551,2012-02-28,Acid victim wants son to be plastic surgeon
2552,2012-02-28,Police ordered to complete medicine factory investigation by March 20
2553,2012-02-28,Gilani advises president to appoint new air chief
2554,2012-02-28,Perpetrators of Kohistan killings will be taken to task: Malik
2555,2012-02-28,Zardari signs 20th Constitutional Amendment bill
2556,2012-02-28,A faceless generation nears its end
2557,2012-02-28,"Gilani meets Kayani, Zardari on national security"
2558,2012-02-28,"Chinese woman, local man shot dead in Peshawar: police"
2559,2012-02-28,Kohistan bus ambush kills 18
2560,2012-02-28,"Awan responsible for Swiss case summaries, says Chandio"
2561,2012-02-28,Pak lawmaker supports Iran peaceful nuclear program
